Month,CountyFIPS,CountyName,Nielsen HH Rank,Hotness Rank Within CBSA,CBSACode,CBSATitle,Hotness Rank ,Hotness Rank M/M,Hotness Rank Y/Y,Hotness Score,Supply Score,Demand Score,Median DOM,Median DOM M/M,Median DOM M/M Perc,Median DOM Y/Y,Median DOM Y/Y Perc,Median DOM (vs US),Median DOM (vs CBSA),Views Per Property M/M,Views Per Property Y/Y,Views Per Property  (vs US),Views Per Property  (vs CBSA),Median Listing Price,Median Listing Price M/M,Median Listing Price Y/Y,Median Listing Price  (vs US),Median Listing Price  (vs CBSA),Quality Flag
201812,13115,"Floyd, GA",636,1,40660,"Rome, GA",839,-32,-138,21.021021,21.2212212212212,20.8208208208208,102.00,14.00,0.1591,11.00,0.1209,22.00,0.00,0.0000,0.1282,0.7213,1.0000,169900.000000,-0.0004,-0.0556,0.5879,1.0000,0
201812,26161,"Washtenaw, MI",183,1,11460,"Ann Arbor, MI",150,-22,-34,78.678679,69.2692692692693,88.0880880880881,72.00,12.50,0.2101,-1.00,-0.0137,-8.00,0.00,-0.0052,-0.0865,1.5574,1.0000,365345.000000,0.0293,0.0590,1.2642,1.0000,0
201812,37083,"Halifax, NC",905,1,40260,"Roanoke Rapids, NC",990,0,2,2.752753,2.2022022022022,3.3033033033033,143.50,8.75,0.0649,-5.50,-0.0369,63.50,-1.50,-0.0526,0.2857,0.4426,0.9643,139000.000000,-0.0189,-0.2329,0.4810,1.0396,0
201812,39003,"Allen, OH",580,1,30620,"Lima, OH",233,32,112,72.422422,60.8608608608609,83.983983983984,75.00,1.50,0.0204,-6.50,-0.0798,-5.00,0.00,-0.0816,0.3433,1.4754,1.0000,117000.000000,-0.0242,0.2316,0.4048,1.0000,0
201812,26093,"Livingston, MI",359,4,19820,"Detroit-Warren-Dearborn, MI",110,22,-40,82.432432,68.968968968969,95.8958958958959,72.50,8.50,0.1328,3.50,0.0507,-7.50,13.50,0.0314,-0.0086,1.8852,1.2500,289900.000000,-0.0326,-0.0337,1.0031,1.3177,0
201812,24005,"Baltimore, MD",64,4,12580,"Baltimore-Columbia-Towson, MD",311,-62,-50,65.065065,78.1781781781782,51.9519519519519,67.00,13.00,0.2407,0.00,0.0000,-13.00,-5.00,-0.0606,0.1071,1.0164,1.1698,269000.000000,-0.0218,0.0553,0.9308,0.9027,0
201812,42081,"Lycoming, PA",503,1,48700,"Williamsport, PA",393,146,114,58.308308,43.7437437437437,72.8728728728729,86.00,0.00,0.0000,-5.50,-0.0601,6.00,1.00,0.1127,0.3621,1.2951,1.0000,163000.000000,-0.0209,-0.0085,0.5640,1.0015,0
201812,24017,"Charles, MD",442,13,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",556,75,-99,45.495495,69.2692692692693,21.7217217217217,72.00,3.50,0.0511,-2.00,-0.0270,-8.00,8.00,-0.0112,-0.0222,0.7213,0.6667,334000.000000,-0.0175,0.0124,1.1557,0.7953,0
201812,25017,"Middlesex, MA",22,1,14460,"Boston-Cambridge-Newton, MA-NH",7,-4,11,95.795796,91.7917917917918,99.7997997997998,59.00,13.00,0.2826,1.00,0.0172,-21.00,-6.00,0.0662,0.2385,2.6393,1.2015,589950.000000,0.0000,-0.0166,2.0413,1.1801,0
201812,51041,"Chesterfield, VA",209,3,40060,"Richmond, VA",148,-14,57,78.828829,91.7917917917918,65.8658658658659,59.00,9.00,0.1800,-10.00,-0.1449,-21.00,-4.00,-0.0458,0.1231,1.1967,1.0580,339990.000000,0.0222,0.0641,1.1764,1.1335,0
201812,34027,"Morris, NJ",142,6,35620,"New York-Newark-Jersey City, NY-NJ-PA",297,-61,-10,65.815816,58.1581581581582,73.4734734734735,76.00,12.50,0.1969,-5.00,-0.0617,-4.00,-8.00,-0.0186,0.0676,1.2951,1.5490,519900.000000,-0.0158,0.0400,1.7990,0.9905,0
201812,12023,"Columbia, FL",805,1,29380,"Lake City, FL",573,69,107,44.144144,23.2232232232232,65.0650650650651,101.00,6.00,0.0632,-9.50,-0.0860,21.00,0.00,0.0580,0.3774,1.1967,1.0000,210950.000000,-0.0060,0.0548,0.7299,1.0000,0
201812,42103,"Pike, PA",906,22,35620,"New York-Newark-Jersey City, NY-NJ-PA",826,20,19,22.622623,9.40940940940941,35.8358358358358,118.50,10.00,0.0922,-17.50,-0.1287,38.50,34.50,0.0192,0.2045,0.8689,1.0392,166500.000000,-0.0148,0.0406,0.5761,0.3172,0
201812,05035,"Crittenden, AR",987,4,32820,"Memphis, TN-MS-AR",800,140,98,25.875876,32.3323323323323,19.4194194194194,94.00,-42.75,-0.3126,-9.00,-0.0874,14.00,23.00,0.0488,0.5926,0.7049,0.4388,134950.000000,0.0744,0.1255,0.4670,0.6583,0
201812,29165,"Platte, MO",589,7,28140,"Kansas City, MO-KS",571,-186,-415,44.244244,19.9199199199199,68.5685685685686,103.00,23.50,0.2956,28.50,0.3826,23.00,27.00,-0.1228,-0.1667,1.2295,0.8621,350000.000000,0.0002,0.1202,1.2111,1.2545,0
201812,18043,"Floyd, IN",711,4,31140,"Louisville/Jefferson County, KY-IN",121,-100,174,81.731732,69.2692692692693,94.1941941941942,72.00,20.00,0.3846,-8.00,-0.1000,-8.00,9.50,-0.0563,0.5352,1.7869,1.1474,219900.000000,-0.0227,0.1580,0.7609,0.9163,0
201812,05115,"Pope, AR",837,1,40780,"Russellville, AR",846,-59,-139,20.570571,25.025025025025,16.1161161161161,100.00,13.50,0.1561,16.00,0.1905,20.00,-2.00,-0.1209,0.2500,0.6557,1.0811,174900.000000,-0.0229,0.2502,0.6052,1.0931,0
201812,36033,"Franklin, NY",965,1,31660,"Malone, NY",979,14,21,4.254254,0.1001001001001,8.40840840840841,192.50,18.25,0.1047,9.00,0.0490,112.50,0.00,0.1379,0.7368,0.5410,1.0000,140000.000000,-0.0460,0.0378,0.4844,1.0000,0
201812,12107,"Putnam, FL",738,1,37260,"Palatka, FL",790,27,112,27.127127,30.6306306306306,23.6236236236236,95.50,5.00,0.0552,-22.50,-0.1907,15.50,0.00,-0.0213,0.3529,0.7541,0.9787,219800.000000,-0.0005,0.0000,0.7606,1.0000,0
201812,39061,"Hamilton, OH",59,3,17140,"Cincinnati, OH-KY-IN",100,55,125,83.533534,88.8888888888889,78.1781781781782,61.00,7.50,0.1402,-7.00,-0.1029,-19.00,-2.00,0.0641,0.3607,1.3607,1.0247,219900.000000,-0.0353,0.1283,0.7609,0.9418,0
201812,54081,"Raleigh, WV",691,1,13220,"Beckley, WV",961,-1,-1,7.107107,6.50650650650651,7.70770770770771,124.00,8.50,0.0736,9.00,0.0783,44.00,2.00,-0.0154,0.6000,0.5246,0.9412,129900.000000,-0.0046,0.0015,0.4495,1.0050,0
201812,51089,"Henry, VA",882,1,32300,"Martinsville, VA",974,10,16,4.854855,0.4004004004004,9.30930930930931,175.00,14.25,0.0886,19.00,0.1218,95.00,0.00,0.0794,0.5455,0.5574,1.0000,109950.000000,-0.0225,-0.0431,0.3804,1.0000,0
201812,42107,"Schuylkill, PA",423,1,39060,"Pottsville, PA",602,-65,162,42.442442,28.9289289289289,55.955955955956,96.00,14.00,0.1707,-10.00,-0.0943,16.00,0.00,-0.0294,0.5349,1.0820,1.0000,74900.000000,-0.0158,0.0715,0.2592,1.0000,0
201812,41033,"Josephine, OR",635,1,24420,"Grants Pass, OR",770,-48,-269,29.129129,21.1211211211211,37.1371371371371,102.50,7.75,0.0818,18.50,0.2202,22.50,0.00,-0.0924,0.0189,0.8852,1.0000,349000.000000,-0.0007,-0.0169,1.2076,1.0000,0
201812,22097,"St. Landry, LA",672,1,36660,"Opelousas, LA",986,-1,-13,3.653654,4.4044044044044,2.9029029029029,130.00,9.25,0.0766,7.00,0.0569,50.00,3.00,0.0400,0.1818,0.4262,0.9630,155500.000000,0.0389,0.1187,0.5381,1.0097,0
201812,47093,"Knox, TN",140,2,28940,"Knoxville, TN",192,-10,-10,75.525526,56.3563563563564,94.6946946946947,78.00,9.50,0.1387,4.00,0.0541,-2.00,-4.00,-0.0045,0.3875,1.8197,1.1212,265000.000000,0.0024,0.0604,0.9170,1.0196,0
201812,22101,"St. Mary, LA",939,1,34020,"Morgan City, LA",991,-2,5,2.502503,5.00500500500501,0,129.00,11.50,0.0979,-11.00,-0.0786,49.00,0.00,-0.0714,-0.0714,0.2131,1.0000,155875.000000,0.0056,0.1178,0.5394,1.0000,0
201812,45057,"Lancaster, SC",661,8,16740,"Charlotte-Concord-Gastonia, NC-SC",443,193,86,54.254254,60.8608608608609,47.6476476476476,75.00,-6.50,-0.0798,-7.00,-0.0854,-5.00,6.00,0.0435,0.2500,0.9836,0.6186,300000.000000,-0.0125,0.0449,1.0381,0.9280,0
201812,19169,"Story, IA",621,1,11180,"Ames, IA",706,-40,-188,33.633634,19.9199199199199,47.3473473473473,103.00,15.00,0.1705,16.00,0.1839,23.00,0.00,0.0000,0.1111,0.9836,1.0169,244900.000000,0.0208,-0.0121,0.8474,1.0000,0
201812,08069,"Larimer, CO",192,1,22660,"Fort Collins, CO",303,29,-61,65.515516,74.1741741741742,56.8568568568569,69.00,9.00,0.1500,-5.00,-0.0676,-11.00,0.00,0.0154,-0.0294,1.0820,1.0154,425250.000000,-0.0206,0.0006,1.4715,1.0006,0
201812,41059,"Umatilla, OR",761,1,25840,"Hermiston-Pendleton, OR",636,81,154,39.289289,65.7657657657658,12.8128128128128,73.50,4.50,0.0652,-16.50,-0.1833,-6.50,1.50,0.1212,0.2759,0.6066,1.0278,220000.000000,-0.0393,0.1236,0.7612,1.0000,0
201812,28081,"Lee, MS",668,1,46180,"Tupelo, MS",711,44,-72,33.083083,19.9199199199199,46.2462462462462,103.00,6.00,0.0619,10.00,0.1075,23.00,0.00,0.0261,0.3111,0.9672,1.1132,199000.000000,0.0286,0.0622,0.6886,1.1062,0
201812,37179,"Union, NC",339,5,16740,"Charlotte-Concord-Gastonia, NC-SC",208,110,121,74.224224,63.3633633633634,85.0850850850851,74.00,0.50,0.0068,-9.00,-0.1084,-6.00,5.00,0.0643,0.2466,1.4918,0.9381,372405.000000,-0.0211,-0.0812,1.2886,1.1520,0
201812,47113,"Madison, TN",604,1,27180,"Jackson, TN",341,-112,-5,63.063063,38.8388388388388,87.2872872872873,89.00,20.00,0.2899,8.00,0.0988,9.00,-3.00,-0.0259,0.3824,1.5410,1.0930,145900.000000,-0.0267,0.0496,0.5048,1.0429,0
201812,53075,"Whitman, WA",975,1,39420,"Pullman, WA",438,134,243,54.804805,53.953953953954,55.6556556556557,79.00,-5.00,-0.0595,-28.00,-0.2617,-1.00,0.00,-0.0075,0.2941,1.0820,1.0000,254000.000000,-0.0221,0.0201,0.8789,1.0000,0
201812,06041,"Marin, CA",242,5,41860,"San Francisco-Oakland-Hayward, CA",189,-50,-105,75.925926,78.1781781781782,73.6736736736737,67.00,18.00,0.3673,-1.00,-0.0147,-13.00,16.00,0.0738,-0.1398,1.3115,0.8333,1283500.000000,-0.0221,-0.1081,4.4412,1.5012,0
201812,05005,"Baxter, AR",998,1,34260,"Mountain Home, AR",880,29,83,16.716717,13.6136136136136,19.8198198198198,111.00,6.00,0.0571,-22.50,-0.1685,31.00,2.50,0.0886,0.5357,0.7049,0.9348,174950.000000,-0.0398,0.0941,0.6054,1.0003,0
201812,17111,"McHenry, IL",237,8,16980,"Chicago-Naperville-Elgin, IL-IN-WI",418,-25,7,56.356356,60.8608608608609,51.8518518518518,75.00,10.00,0.1538,-4.00,-0.0506,-5.00,6.00,-0.0388,0.1273,1.0164,1.1273,250000.000000,-0.0185,0.0004,0.8651,0.8961,0
201812,16019,"Bonneville, ID",595,1,26820,"Idaho Falls, ID",119,-19,129,81.781782,66.5665665665666,96.996996996997,73.00,11.75,0.1918,-3.00,-0.0395,-7.00,-1.50,0.0485,0.6301,1.9508,1.0439,260000.000000,-0.0333,0.1066,0.8997,1.0000,0
201812,42089,"Monroe, PA",418,1,20700,"East Stroudsburg, PA",697,18,22,34.134134,10.1101101101101,58.1581581581582,117.00,11.00,0.1038,-4.50,-0.0370,37.00,0.00,0.0075,0.2642,1.0984,1.0000,179900.000000,-0.0001,0.0903,0.6225,1.0000,0
201812,47011,"Bradley, TN",585,1,17420,"Cleveland, TN",214,6,-22,73.873874,65.7657657657658,81.981981981982,73.50,4.50,0.0652,-0.50,-0.0068,-6.50,-6.50,-0.1111,0.1282,1.4426,1.0353,229900.000000,-0.0001,0.0333,0.7955,0.9787,0
201812,22071,"Orleans, LA",157,4,35380,"New Orleans-Metairie, LA",358,2,-38,60.860861,43.7437437437437,77.977977977978,86.00,10.50,0.1391,4.00,0.0488,6.00,4.00,-0.0060,0.1528,1.3607,0.9022,349000.000000,-0.0021,0.0000,1.2076,1.2691,0
201812,55009,"Brown, WI",252,1,24580,"Green Bay, WI",313,-42,27,64.964965,60.8608608608609,69.0690690690691,75.00,14.00,0.2295,-1.00,-0.0132,-5.00,-9.00,0.0345,0.2295,1.2295,1.1029,239900.000000,0.0000,0.0435,0.8301,1.1158,0
201812,25023,"Plymouth, MA",136,4,14460,"Boston-Cambridge-Newton, MA-NH",70,3,75,87.037037,77.977977977978,96.0960960960961,67.50,8.50,0.1441,-5.50,-0.0753,-12.50,2.50,0.0314,0.3218,1.8852,0.8582,448000.000000,-0.0042,0.0421,1.5502,0.8962,0
201812,19033,"Cerro Gordo, IA",968,1,32380,"Mason City, IA",714,35,110,32.882883,28.9289289289289,36.8368368368368,96.00,12.50,0.1497,-11.00,-0.1028,16.00,-1.00,0.1250,0.3846,0.8852,1.0385,145000.000000,-0.0328,0.1162,0.5017,1.0365,0
201812,24035,"Queen Anne's, MD",997,7,12580,"Baltimore-Columbia-Towson, MD",710,28,39,33.183183,35.8358358358358,30.5305305305305,91.50,5.00,0.0578,-8.50,-0.0850,11.50,19.50,-0.0385,0.2195,0.8197,0.9434,375000.000000,-0.0194,0.0000,1.2976,1.2584,0
201812,04005,"Coconino, AZ",494,1,22380,"Flagstaff, AZ",799,6,-19,25.925926,8.80880880880881,43.043043043043,120.00,13.00,0.1215,14.00,0.1321,40.00,4.00,0.0179,0.3571,0.9344,0.9828,465000.000000,0.0165,-0.0104,1.6090,1.1641,0
201812,42111,"Somerset, PA",713,1,43740,"Somerset, PA",975,-23,-1,4.704705,4.004004004004,5.40540540540541,132.00,13.25,0.1116,-11.00,-0.0769,52.00,0.00,-0.1429,0.1111,0.4918,1.0000,149900.000000,0.0000,0.0784,0.5187,1.0000,0
201812,48085,"Collin, TX",61,11,19100,"Dallas-Fort Worth-Arlington, TX",277,37,-209,67.917918,63.3633633633634,72.4724724724725,74.00,6.50,0.0963,8.00,0.1212,-6.00,9.00,0.0263,-0.1034,1.2787,0.7800,391151.000000,0.0031,-0.0097,1.3535,1.1761,0
201812,51177,"Spotsylvania, VA",533,11,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",434,-57,-25,54.904905,74.1741741741742,35.6356356356356,69.00,14.50,0.2661,2.00,0.0299,-11.00,5.00,-0.0185,0.2326,0.8689,0.8030,328900.000000,0.0200,-0.0032,1.1381,0.7831,0
201812,21113,"Jessamine, KY",973,1,30460,"Lexington-Fayette, KY",460,7,294,52.952953,83.5835835835836,22.3223223223223,65.00,10.00,0.1818,-28.00,-0.3011,-15.00,-16.00,0.0000,0.2500,0.7377,0.9184,299900.000000,-0.0076,0.0543,1.0377,1.1317,0
201812,29187,"St. Francois, MO",836,1,22100,"Farmington, MO",637,-19,126,39.289289,53.953953953954,24.6246246246246,79.00,8.25,0.1166,-17.00,-0.1771,-1.00,3.00,-0.0408,0.2703,0.7705,1.0000,149900.000000,0.0013,0.1112,0.5187,1.0000,0
201812,16055,"Kootenai, ID",417,1,17660,"Coeur d'Alene, ID",327,-8,133,64.214214,43.2432432432432,85.1851851851852,86.50,10.00,0.1307,-14.50,-0.1436,6.50,0.00,-0.0215,0.2466,1.4918,1.0000,399900.000000,0.0067,0.0124,1.3837,1.0000,0
201812,12111,"St. Lucie, FL",226,1,38940,"Port St. Lucie, FL",427,55,-106,55.655656,78.1781781781782,33.1331331331331,67.00,5.50,0.0894,5.00,0.0806,-13.00,-6.00,-0.0192,0.1087,0.8361,0.9444,252500.000000,0.0104,0.0310,0.8737,0.8860,0
201812,22055,"Lafayette, LA",267,2,29180,"Lafayette, LA",907,21,-79,13.463463,16.7167167167167,10.2102102102102,108.00,5.50,0.0537,10.00,0.1020,28.00,-4.00,0.0149,0.0968,0.5574,1.0303,228000.000000,-0.0022,0.0133,0.7889,1.1068,0
201812,48439,"Tarrant, TX",16,1,19100,"Dallas-Fort Worth-Arlington, TX",12,16,-1,95.295295,94.0940940940941,96.4964964964965,58.00,5.00,0.0943,3.00,0.0545,-22.00,-7.00,0.0263,-0.0168,1.9180,1.1700,285000.000000,-0.0033,0.0000,0.9862,0.8569,0
201812,53041,"Lewis, WA",717,1,16500,"Centralia, WA",774,-97,-75,28.928929,40.5405405405405,17.3173173173173,88.00,18.00,0.2571,-1.00,-0.0112,8.00,0.00,0.0000,0.0789,0.6721,1.0000,314800.000000,0.0496,0.2592,1.0893,1.0000,0
201812,36111,"Ulster, NY",361,1,28740,"Kingston, NY",769,-13,75,29.179179,18.6186186186186,39.7397397397397,106.00,10.25,0.1070,-12.00,-0.1017,26.00,0.00,-0.0265,0.3750,0.9016,1.0000,299000.000000,-0.0016,0.0679,1.0346,1.0000,0
201812,05085,"Lonoke, AR",768,4,30780,"Little Rock-North Little Rock-Conway, AR",641,-7,-102,39.039039,58.1581581581582,19.9199199199199,76.00,9.50,0.1429,1.00,0.0133,-4.00,-2.00,0.0361,0.0750,0.7049,0.7818,163950.000000,0.0120,-0.0003,0.5673,0.9113,0
201812,35061,"Valencia, NM",760,3,10740,"Albuquerque, NM",720,86,83,32.532533,57.5575575575576,7.50750750750751,77.00,-2.50,-0.0314,-15.00,-0.1630,-3.00,6.00,-0.0448,0.1429,0.5246,0.5246,204577.500000,-0.0176,-0.0021,0.7079,0.8203,0
201812,28087,"Lowndes, MS",845,1,18060,"Columbus, MS",937,-33,-14,9.459459,11.8118118118118,7.10710710710711,115.00,18.75,0.1948,7.00,0.0648,35.00,0.00,-0.0448,0.2308,0.5246,1.0000,154700.000000,0.0244,0.1468,0.5353,1.0000,0
201812,02020,"Anchorage, AK",234,1,11260,"Anchorage, AK",835,18,-84,21.771772,30.8308308308308,12.7127127127127,95.00,11.50,0.1377,8.00,0.0920,15.00,-5.00,0.1803,0.2414,0.5902,1.0000,315000.000000,0.0000,0.0518,1.0900,1.0504,0
201812,15009,"Maui, HI",422,1,27980,"Kahului-Wailuku-Lahaina, HI",410,120,-33,57.357357,27.7277277277277,86.986986986987,97.00,-18.75,-0.1620,2.00,0.0211,17.00,0.00,-0.0700,0.1205,1.5246,1.0000,899900.000000,0.0180,0.0908,3.1138,1.0000,0
201812,35001,"Bernalillo, NM",90,2,10740,"Albuquerque, NM",335,53,-31,63.713714,73.2732732732733,54.1541541541542,70.00,6.25,0.0980,3.00,0.0448,-10.00,-1.00,0.0240,0.2308,1.0492,1.0492,244949.000000,-0.0002,0.0558,0.8476,0.9822,0
201812,42087,"Mifflin, PA",981,1,30380,"Lewistown, PA",753,87,101,30.38038,30.8308308308308,29.9299299299299,95.00,3.00,0.0326,-9.00,-0.0865,15.00,0.00,0.1494,0.4706,0.8197,1.0000,119000.000000,-0.0754,-0.0472,0.4118,1.0000,0
201812,39017,"Butler, OH",188,1,17140,"Cincinnati, OH-KY-IN",57,11,86,88.088088,96.4964964964965,79.6796796796797,54.00,6.50,0.1368,-8.00,-0.1290,-26.00,-9.00,0.0000,0.3077,1.3934,1.0494,209400.000000,-0.0260,0.1640,0.7246,0.8968,0
201812,41051,"Multnomah, OR",62,4,38900,"Portland-Vancouver-Hillsboro, OR-WA",480,-42,-280,51.951952,76.0760760760761,27.8278278278278,68.00,13.00,0.2364,11.00,0.1930,-12.00,0.00,0.0105,-0.1273,0.7869,0.9412,449000.000000,-0.0020,0.0322,1.5536,0.9912,0
201812,39023,"Clark, OH",448,1,44220,"Springfield, OH",331,-79,41,64.064064,58.1581581581582,69.96996996997,76.00,15.50,0.2562,-1.00,-0.0130,-4.00,0.00,0.0270,0.3103,1.2459,1.0000,109500.000000,-0.0197,-0.0045,0.3789,1.0000,0
201812,06057,"Nevada, CA",546,1,46020,"Truckee-Grass Valley, CA",596,48,-58,42.792793,27.5275275275275,58.0580580580581,97.50,7.75,0.0864,0.50,0.0052,17.50,0.50,0.0388,0.1167,1.0984,0.9853,484500.000000,-0.0300,-0.0841,1.6765,1.0094,0
201812,39029,"Columbiana, OH",550,1,41400,"Salem, OH",612,-107,73,41.341341,27.7277277277277,54.954954954955,97.00,12.50,0.1479,2.00,0.0211,17.00,0.00,-0.1275,0.5116,1.0656,1.0000,119900.000000,-0.0331,0.1419,0.4149,1.0000,0
201812,40109,"Oklahoma, OK",70,1,36420,"Oklahoma City, OK",279,63,83,67.767768,81.2812812812813,54.2542542542542,66.00,6.00,0.1000,-6.00,-0.0833,-14.00,-4.00,0.0000,0.2308,1.0492,1.0492,249900.000000,-0.0367,0.0639,0.8647,1.0679,0
201812,13077,"Coweta, GA",478,12,12060,"Atlanta-Sandy Springs-Roswell, GA",441,75,-106,54.454454,63.3633633633634,45.5455455455455,74.00,5.50,0.0803,0.00,0.0000,-6.00,13.00,0.0545,0.0000,0.9508,0.9667,329800.000000,-0.0029,0.1171,1.1412,1.0590,0
201812,21185,"Oldham, KY",919,5,31140,"Louisville/Jefferson County, KY-IN",344,53,-79,62.812813,47.3473473473473,78.2782782782783,83.00,4.00,0.0506,4.00,0.0506,3.00,20.50,0.0060,0.1053,1.3770,0.8842,379470.000000,0.0259,0.0314,1.3130,1.5811,0
201812,39041,"Delaware, OH",364,6,18140,"Columbus, OH",134,-23,-49,79.87988,63.3633633633634,96.3963963963964,74.00,11.00,0.1746,2.00,0.0278,-6.00,15.00,0.0218,-0.1203,1.9180,1.0086,379500.000000,-0.0050,0.0124,1.3131,1.6507,0
201812,12095,"Orange, FL",34,2,36740,"Orlando-Kissimmee-Sanford, FL",98,14,20,83.683684,74.1741741741742,93.1931931931932,69.00,8.00,0.1311,-3.00,-0.0417,-11.00,-1.00,-0.0094,0.1538,1.7213,1.1170,324945.000000,-0.0032,0.0001,1.1244,1.0835,0
201812,21067,"Fayette, KY",196,2,30460,"Lexington-Fayette, KY",547,-23,30,46.196196,58.1581581581582,34.2342342342342,76.00,8.00,0.1176,-5.00,-0.0617,-4.00,-5.00,-0.0370,0.2381,0.8525,1.0612,269900.000000,-0.0583,-0.0683,0.9339,1.0185,0
201812,36081,"Queens, NY",11,18,35620,"New York-Newark-Jersey City, NY-NJ-PA",687,20,-89,35.085085,58.1581581581582,12.012012012012,76.00,5.00,0.0704,-1.00,-0.0130,-4.00,-8.00,-0.0278,-0.0278,0.5738,0.6863,589000.000000,-0.0101,0.0948,2.0381,1.1221,0
201812,42051,"Fayette, PA",446,6,38300,"Pittsburgh, PA",781,-75,33,28.128128,15.5155155155155,40.7407407407407,109.00,18.50,0.2044,-2.00,-0.0180,29.00,21.00,-0.0345,0.3659,0.9180,0.7467,139000.000000,-0.0064,-0.0064,0.4810,0.8039,0
201812,39145,"Scioto, OH",727,1,39020,"Portsmouth, OH",873,1,-47,17.667668,23.023023023023,12.3123123123123,101.50,11.00,0.1215,2.50,0.0253,21.50,0.00,0.0588,0.1250,0.5902,1.0000,105000.000000,-0.0094,-0.0323,0.3633,1.0000,0
201812,39055,"Geauga, OH",638,5,17460,"Cleveland-Elyria, OH",332,24,92,64.064064,32.3323323323323,95.7957957957958,94.00,6.75,0.0774,-5.00,-0.0505,14.00,21.00,0.0648,0.4557,1.8852,1.1500,309900.000000,-0.0536,0.0349,1.0723,1.8229,0
201812,26159,"Van Buren, MI",736,2,28020,"Kalamazoo-Portage, MI",807,-70,-78,24.724725,18.6186186186186,30.8308308308308,106.00,20.25,0.2362,7.00,0.0707,26.00,31.00,-0.0291,0.2195,0.8197,0.6757,249900.000000,-0.0381,0.0036,0.8647,1.0593,0
201812,13157,"Jackson, GA",894,1,27600,"Jefferson, GA",656,-1,-62,37.787788,53.7537537537538,21.8218218218218,79.50,10.50,0.1522,4.50,0.0600,-0.50,1.50,0.0476,0.2941,0.7213,1.0000,299900.000000,-0.0104,0.0000,1.0377,0.9663,0
201812,40147,"Washington, OK",900,1,12780,"Bartlesville, OK",604,-2,-116,42.392392,56.3563563563564,28.4284284284284,78.00,7.75,0.1103,5.00,0.0685,-2.00,0.00,-0.0101,0.1667,0.8033,1.0000,133000.000000,0.0231,0.0857,0.4602,1.0000,0
201812,15007,"Kauai, HI",818,1,28180,"Kapaa, HI",832,-34,-105,21.871872,6.50650650650651,37.2372372372372,124.00,8.00,0.0690,-26.00,-0.1733,44.00,0.00,-0.0769,-0.0357,0.8852,1.0000,790500.000000,0.0070,-0.0094,2.7353,1.0000,0
201812,17195,"Whiteside, IL",865,1,44580,"Sterling, IL",703,27,-13,33.733734,32.3323323323323,35.1351351351351,94.00,3.00,0.0330,-1.00,-0.0105,14.00,0.00,-0.0702,0.2326,0.8689,1.0000,102000.000000,-0.0286,0.1099,0.3529,1.0000,0
201812,26081,"Kent, MI",101,1,24340,"Grand Rapids-Wyoming, MI",62,-20,-10,87.387387,90.2902902902903,84.4844844844845,60.00,12.50,0.2632,0.00,0.0000,-20.00,-7.00,-0.0164,0.0227,1.4754,1.1538,289000.000000,0.0324,0.1202,1.0000,1.0325,0
201812,39173,"Wood, OH",470,2,45780,"Toledo, OH",232,-88,50,72.422422,56.2562562562563,88.5885885885886,78.50,14.50,0.2266,-8.50,-0.0977,-1.50,7.50,-0.0762,0.0543,1.5902,1.2125,200000.000000,0.0005,-0.0431,0.6920,1.4826,0
201812,06031,"Kings, CA",558,1,25260,"Hanford-Corcoran, CA",116,-72,-100,82.282282,69.2692692692693,95.2952952952953,72.00,15.50,0.2743,21.00,0.4118,-8.00,0.00,-0.0131,0.1078,1.8525,1.0000,265000.000000,0.0212,0.0983,0.9170,1.0000,0
201812,06115,"Yuba, CA",817,2,49700,"Yuba City, CA",184,6,-36,76.326326,58.1581581581582,94.4944944944945,76.00,10.00,0.1515,5.00,0.0704,-4.00,9.00,0.1000,0.4103,1.8033,0.7857,305000.000000,-0.0033,0.0339,1.0554,0.9967,0
201812,08067,"La Plata, CO",874,1,20420,"Durango, CO",920,-28,-101,11.111111,3.3033033033033,18.9189189189189,136.50,18.50,0.1568,16.00,0.1328,56.50,0.00,-0.0769,-0.0233,0.6885,1.0000,497500.000000,-0.0015,-0.0048,1.7215,1.0000,0
201812,37001,"Alamance, NC",404,1,15500,"Burlington, NC",223,41,440,73.073073,58.1581581581582,87.987987987988,76.00,3.50,0.0483,-30.00,-0.2830,-4.00,0.00,0.0106,0.8627,1.5574,1.0000,245000.000000,0.0169,0.1562,0.8478,1.0000,0
201812,35025,"Lea, NM",827,1,26020,"Hobbs, NM",693,78,272,34.634635,27.5275275275275,41.7417417417417,97.50,2.75,0.0290,-25.50,-0.2073,17.50,0.00,0.0459,1.2800,0.9344,1.0000,187000.000000,0.0374,0.0689,0.6471,1.0000,0
201812,01009,"Blount, AL",897,3,13820,"Birmingham-Hoover, AL",646,-190,-51,38.738739,28.9289289289289,48.5485485485485,96.00,27.00,0.3913,16.00,0.2000,16.00,10.00,-0.0161,0.5250,1.0000,0.9104,181450.000000,-0.0121,0.1004,0.6279,0.8251,0
201812,30049,"Lewis and Clark, MT",739,1,25740,"Helena, MT",583,58,-30,43.543544,14.3143143143143,72.7727727727728,110.50,11.75,0.1190,14.50,0.1510,30.50,-5.50,0.1127,0.3860,1.2951,1.0128,322450.000000,-0.0009,0.1557,1.1157,0.9801,0
